Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,,,,,,
Anthony Rendon,2011,21,0.3,Rice,CUSA,NCAA,,63,302,214,58,70,20,2,6,37,13,5,80,33,0.327,0.52,0.523,1.043,112,,7,0,1,,,,,,,
George Springer,2011,21,0.4,Connecticut,BigE,NCAA,,66,307,245,61,84,23,3,12,77,31,7,36,40,0.343,0.45,0.608,1.058,149,,18,0,8,,,,,,,
C.J. Cron,2011,21,0.4,Utah,MWC,NCAA,,49,238,198,51,86,26,1,15,59,1,1,31,21,0.434,0.517,0.803,1.32,159,,6,0,3,,,,,,,
Joe Panik,2011,20,-0.6,St. John's,BigE,NCAA,,58,281,226,60,90,19,3,10,57,21,6,44,24,0.398,0.509,0.642,1.15,145,,9,0,2,,,,,,,
Mikie Mahtook,2011,21,0.4,Louisiana State,SEC,NCAA,,56,244,196,61,75,12,5,14,56,29,9,41,32,0.383,0.496,0.709,1.205,139,,5,0,2,,,,,,,
Brad Miller,2011,21,0.6,Clemson,ACC,NCAA,,56,243,195,53,77,11,3,5,50,21,5,40,34,0.395,0.498,0.559,1.057,109,,3,2,3,,,,,,,
Jason Esposito,2011,20,-0.6,Vanderbilt,SEC,NCAA,,66,303,268,55,91,22,1,9,59,15,10,17,45,0.34,0.403,0.53,0.933,142,,13,3,2,,,,,,,
Nick Ahmed,2011,21,0.4,Connecticut,BigE,NCAA,,51,236,190,52,62,11,2,2,35,23,6,27,18,0.326,0.425,0.437,0.862,83,,8,8,3,,,,,,,
Andrew Susac,2011,21,0.6,Oregon State,P10,NCAA,,40,178,141,31,42,9,4,5,32,0,1,28,36,0.298,0.429,0.525,0.954,74,,6,1,2,,,,,,,
Jack Armstrong,2011,21,,Vanderbilt,SEC,NCAA,,,,,2.65,3.18,,0,,,0,,17,6,6,5,,18,,17,,,,,1.412,3.2,,9.5,9,0.94
Pratt Maynard,2011,21,0.6,NC State,ACC,NCAA,,62,292,251,46,81,21,1,5,41,1,0,38,45,0.323,0.414,0.474,0.888,119,,1,2,0,,1.412,3.2,,9.5,9,0.94
B.A. Vollmuth,2011,21,0.3,Southern Mississippi,CUSA,NCAA,,55,267,219,48,66,12,3,12,49,2,0,37,60,0.301,0.408,0.548,0.955,120,,5,2,4,,,,,,,
Aaron Westlake,2011,22,1.4,Vanderbilt,SEC,NCAA,,66,307,250,59,86,18,1,18,56,2,5,47,54,0.344,0.463,0.64,1.103,160,,9,0,1,,,,,,,
Kyle Kubitza,2011,20,-0.8,Texas State,SLC,NCAA,,64,298,226,59,70,12,7,10,66,16,3,54,48,0.31,0.446,0.558,1.003,126,,7,4,7,,,,,,,
Ricky Oropesa,2011,21,0.6,Southern California,P10,NCAA,,56,246,208,35,67,10,1,7,44,4,2,29,46,0.322,0.402,0.481,0.883,100,,3,0,6,,,,,,,
John Hicks,2011,21,0.6,Virginia,ACC,NCAA,,68,308,277,52,92,21,1,8,59,5,4,18,19,0.332,0.373,0.502,0.875,139,,5,0,8,,,,,,,
Jake Lowery,2011,20,-0.4,James Madison,CAA,NCAA,,61,294,251,80,90,22,8,24,91,9,3,38,47,0.359,0.442,0.797,1.239,200,,2,0,3,,,,,,,
Jason King,2011,22,1.2,Kansas State,B12,NCAA,,61,269,230,46,75,19,6,10,59,16,2,18,25,0.326,0.377,0.591,0.968,136,,8,1,12,,,,,,,
Riccio Torrez,2011,21,0.6,Arizona State,P10,NCAA,,57,259,228,37,70,17,4,4,54,15,4,15,30,0.307,0.363,0.469,0.833,107,,8,3,5,,,,,,,
Matt Skole,2011,21,0.6,Georgia Tech,ACC,NCAA,,61,283,233,56,81,16,0,10,58,1,3,44,33,0.348,0.445,0.545,0.99,127,,1,0,5,,,,,,,
Beau Taylor,2011,21,0.3,Central Florida,CUSA,NCAA,,61,266,231,51,75,11,2,5,47,0,3,23,27,0.325,0.385,0.455,0.84,105,,3,4,5,,,,,,,
Brandon Loy,2011,21,0.2,Texas,B12,NCAA,,68,322,269,50,92,23,3,1,30,19,4,34,28,0.342,0.419,0.461,0.88,124,,3,14,2,,,,,,,
Taylor Featherston,2011,21,0.4,Texas Christian,MWC,NCAA,,62,289,245,53,82,13,4,3,42,6,5,18,32,0.335,0.41,0.457,0.867,112,,18,1,7,,,,,,,
Ryan Wright,2011,21,0.4,Louisville,BigE,NCAA,,61,272,234,49,81,15,4,12,52,16,2,33,32,0.346,0.426,0.598,1.025,140,,2,0,3,,,,,,,
Tyler Grimes,2011,20,-0.6,Wichita State,MVC,NCAA,,65,321,243,67,73,10,2,5,32,28,4,57,61,0.3,0.467,0.42,0.887,102,,19,2,0,,,,,,,
Dan Gamache,2011,20,-0.6,Auburn,SEC,NCAA,,53,235,194,35,58,13,2,5,29,2,0,30,33,0.299,0.414,0.464,0.878,90,,8,3,0,,,,,,,
Brandon Meredith,2011,21,0.4,San Diego State,MWC,NCAA,,56,248,194,44,52,15,4,5,38,7,3,41,47,0.268,0.415,0.464,0.879,90,,10,0,3,,,,,,,
Kyle Gaedele,2011,21,0.4,Valparaiso,Horz,NCAA,,57,266,221,53,69,17,3,7,39,23,4,38,50,0.312,0.417,0.511,0.929,113,,4,0,3,,,,,,,
Zach Wright,2011,21,0.3,East Carolina,CUSA,NCAA,,62,274,228,47,62,15,1,13,39,6,1,34,59,0.272,0.376,0.518,0.894,118,,6,3,3,,,,,,,
Zach Wright,2012,22,1.2,East Carolina,CUSA,NCAA,,59,251,211,41,62,12,0,5,39,10,2,26,41,0.294,0.383,0.422,0.805,89,,7,3,4,1,,,,,,
Steven Proscia,2011,21,0.6,Virginia,ACC,NCAA,,68,308,275,52,88,19,1,8,59,11,5,20,38,0.32,0.368,0.484,0.852,133,,5,1,7,,,,,,,
Cole Frenzel,2011,21,0.6,Arizona,P10,NCAA,,60,287,228,48,79,16,1,3,48,9,2,31,35,0.346,0.461,0.465,0.926,106,,19,7,2,,,,,,,
Scott Woodward,2011,22,1.2,Coastal Carolina,BigS,NCAA,,55,264,193,57,66,17,1,4,37,31,4,35,58,0.342,0.48,0.503,0.983,97,,22,8,6,,,,,,,
Harold Riggins,2011,21,0.6,NC State,ACC,NCAA,,60,258,207,33,65,11,2,4,35,2,3,37,67,0.314,0.436,0.444,0.88,92,,10,1,3,,,,,,,
Nick Martini,2011,21,0.2,Kansas State,B12,NCAA,,61,278,221,48,72,15,4,1,44,24,4,37,27,0.326,0.442,0.443,0.885,98,,12,4,4,,,,,,,
Kevan Smith,2011,23,2.4,Pittsburgh,BigE,NCAA,,54,243,209,59,83,17,4,11,56,10,1,22,20,0.397,0.465,0.675,1.14,141,,8,0,4,,,,,,,
John Ruettiger,2011,21,0.6,Arizona State,P10,NCAA,,60,289,245,53,80,8,4,0,37,23,13,34,31,0.327,0.411,0.392,0.803,96,,4,2,4,,,,,,,
Taylor Dugas,2011,21,0.4,Alabama,SEC,NCAA,,63,290,241,60,84,20,4,8,33,8,5,41,22,0.349,0.455,0.564,1.019,136,,7,0,1,,,,,,,
Taylor Dugas,2012,22,1.6,Alabama,SEC,NCAA,,55,253,207,41,71,12,7,2,28,8,5,25,21,0.343,0.45,0.498,0.948,103,,17,2,2,2,,,,,,
Danny Muno,2011,22,1.4,Fresno State,WAC,NCAA,,56,260,204,47,71,14,1,3,52,14,6,46,27,0.348,0.471,0.471,0.942,96,,5,1,4,,,,,,,
Jason Krizan,2011,22,1.6,Dallas Baptist,D1IN,NCAA,,62,300,247,63,102,39,1,10,81,13,4,42,23,0.413,0.498,0.7,1.199,173,,4,3,4,,,,,,,
Tommy La Stella,2011,22,1.2,Coastal Carolina,BigS,NCAA,,61,281,231,59,92,15,4,14,70,7,4,32,18,0.398,0.476,0.68,1.156,157,,7,6,5,,,,,,,
Austin Barnes,2011,21,0.6,Arizona State,P10,NCAA,,43,171,153,27,49,14,1,1,15,3,1,12,16,0.32,0.376,0.444,0.821,68,,3,1,2,,,,,,,
Tyler Ogle,2011,20,-0.8,Oklahoma,B12,NCAA,,60,249,201,53,69,15,0,9,45,10,4,34,34,0.343,0.464,0.552,1.016,111,,12,1,1,,,,,,,
Chad Wright,2011,21,0.4,Kentucky,SEC,NCAA,,55,262,217,42,78,16,3,6,40,16,4,23,16,0.359,0.449,0.544,0.993,118,,14,6,2,,,,,,,
Travis Shaw,2011,21,0.4,Kent State,MAC,NCAA,,62,289,244,48,75,14,2,14,51,0,1,40,40,0.307,0.401,0.553,0.955,135,,1,0,4,,,,,,,
Adam Bryant,2011,22,1,Troy,SBC,NCAA,,62,306,270,63,91,26,2,11,66,8,4,26,25,0.337,0.401,0.57,0.972,154,,5,2,3,,,,,,,
Matt Rice,2011,22,1,Western Kentucky,SBC,NCAA,,57,277,236,45,85,14,2,9,59,1,0,35,38,0.36,0.444,0.551,0.995,130,,3,0,3,,,,,,,
Drew Martinez,2011,22,1.3,Memphis,CUSA,NCAA,,57,284,239,56,79,14,0,0,24,20,5,36,31,0.331,0.413,0.389,0.803,93,,2,1,6,,,,,,,
Dusty Robinson,2011,21,0.4,Fresno State,WAC,NCAA,,53,237,210,44,65,20,3,16,55,10,1,16,55,0.31,0.364,0.662,1.026,139,,5,1,5,,,,,,,
Curt Casali,2011,22,1.4,Vanderbilt,SEC,NCAA,,64,277,238,40,72,20,0,7,53,1,0,22,21,0.303,0.387,0.475,0.862,113,,12,3,2,,,,,,,
Robert Kral,2011,22,1.6,College of Charleston,SoCo,NCAA,,61,282,213,62,68,17,1,11,48,6,2,61,30,0.319,0.471,0.563,1.035,120,,3,2,3,,,,,,,
Logan Robbins,2011,21,0,Western Kentucky,SBC,NCAA,,51,229,199,34,57,12,2,4,33,20,4,21,46,0.286,0.371,0.427,0.798,85,,7,0,2,,,,,,,
Mike Zunino,2011,20,-0.6,Florida,SEC,NCAA,,72,303,264,75,98,23,0,19,67,7,2,32,52,0.371,0.442,0.674,1.116,178,,3,2,2,,,,,,,
Mike Zunino,2012,21,0.6,Florida,SEC,NCAA,,66,292,245,53,79,28,0,19,67,9,1,31,47,0.322,0.394,0.669,1.063,164,,5,0,11,6,,,,,,
James Ramsey,2011,21,0.6,Florida State,ACC,NCAA,,65,296,250,58,91,18,3,10,67,11,3,31,52,0.364,0.442,0.58,1.022,145,,8,2,5,,,,,,,
James Ramsey,2012,22,1.6,Florida State,ACC,NCAA,,67,314,233,78,88,13,6,13,58,11,5,63,42,0.378,0.513,0.652,1.165,152,,9,2,7,5,,,,,,
Deven Marrero,2011,20,-0.4,Arizona State,P10,NCAA,,54,238,219,33,69,14,3,2,20,10,5,14,30,0.315,0.352,0.434,0.785,95,,0,2,3,,,,,,,
Deven Marrero,2012,21,0.5,Arizona State,P12,NCAA,,54,238,218,38,62,11,5,4,33,11,3,18,17,0.284,0.34,0.436,0.776,95,,1,0,1,0,,,,,,
Richie Shaffer,2011,20,-0.4,Clemson,ACC,NCAA,,63,276,222,62,70,15,2,13,55,8,1,44,53,0.315,0.438,0.577,1.015,128,,7,0,3,,,,,,,
Richie Shaffer,2012,21,0.6,Clemson,ACC,NCAA,,63,300,232,49,78,21,2,10,46,8,2,63,53,0.336,0.48,0.573,1.053,133,,3,0,2,12,,,,,,
Victor Roache,2011,19,-1.4,Georgia Southern,SoCo,NCAA,,62,281,230,58,75,10,2,30,84,3,4,37,42,0.326,0.438,0.778,1.216,179,,11,0,3,,,,,,,
Victor Roache,2012,20,-0.5,Georgia Southern,SoCo,NCAA,,6,25,17,6,7,0,0,2,5,0,0,7,1,0.412,0.6,0.765,1.365,13,,1,0,0,2,,,,,,
Nolan Fontana,2011,20,-0.6,Florida,SEC,NCAA,,71,337,256,57,74,12,5,5,49,6,4,52,30,0.289,0.414,0.434,0.848,111,,9,11,9,,,,,,,
Nolan Fontana,2012,21,0.6,Florida,SEC,NCAA,,66,307,243,59,69,10,1,9,30,13,1,48,27,0.284,0.406,0.444,0.85,108,,4,9,3,2,,,,,,
Jeremy Baltz,2011,20,-0.6,St. John's,BigE,NCAA,,58,269,209,42,65,12,3,6,60,7,2,42,47,0.311,0.444,0.483,0.927,101,,12,1,5,,,,,,,
Jeremy Baltz,2012,21,0.5,St. John's,BigE,NCAA,,63,288,241,65,83,13,4,8,52,18,5,33,22,0.344,0.431,0.531,0.962,128,,8,0,6,4,,,,,,
Matt Reynolds,2011,20,-0.6,Arkansas,SEC,NCAA,,59,253,202,36,49,11,1,3,22,16,2,32,42,0.243,0.359,0.351,0.711,71,,7,8,4,,,,,,,
Matt Reynolds,2012,21,0.6,Arkansas,SEC,NCAA,,67,287,235,48,76,20,0,7,45,16,5,40,33,0.323,0.427,0.498,0.924,117,,6,1,5,10,,,,,,
Adam Brett Walker,2011,19,-1.6,Jacksonville,ASun,NCAA,,61,286,242,65,99,23,2,13,74,14,0,35,63,0.409,0.486,0.682,1.168,165,,5,0,4,,,,,,,
Adam Brett Walker,2012,20,-0.4,Jacksonville,ASun,NCAA,,56,242,210,44,72,14,0,12,42,19,1,29,47,0.343,0.426,0.581,1.007,122,,2,0,1,8,,,,,,
Joey DeMichele,2011,20,-0.4,Arizona State,P10,NCAA,,52,212,193,37,71,16,7,9,51,6,2,14,27,0.368,0.412,0.663,1.076,128,,2,1,2,,,,,,,
Joey DeMichele,2012,21,0.5,Arizona State,P12,NCAA,,56,249,217,50,73,14,7,6,47,12,4,19,31,0.336,0.398,0.548,0.946,119,,7,0,6,0,,,,,,
Mac Williamson,2011,20,-0.4,Wake Forest,ACC,NCAA,,56,243,205,33,56,9,0,12,49,11,3,25,58,0.273,0.368,0.493,0.86,101,,8,1,4,,,,,,,
Mac Williamson,2012,21,0.6,Wake Forest,ACC,NCAA,,53,230,192,42,55,7,0,17,52,12,3,23,41,0.286,0.396,0.589,0.984,113,,13,0,2,3,,,,,,
Patrick Kivlehan,2012,22,1.5,Rutgers,BigE,NCAA,,51,229,189,47,74,11,2,14,50,24,4,22,40,0.392,0.48,0.693,1.173,131,,14,0,4,5,,,,,,
Christian Walker,2011,20,-0.6,South Carolina,SEC,NCAA,,69,317,271,64,97,21,1,10,62,4,3,36,30,0.358,0.438,0.554,0.992,150,,6,0,4,,,,,,,
Christian Walker,2012,21,0.6,South Carolina,SEC,NCAA,,67,302,240,48,77,12,2,11,55,3,2,51,24,0.321,0.45,0.525,0.975,126,,8,0,3,9,,,,,,
Kenny Diekroeger,2011,20,-0.4,Stanford,P10,NCAA,,56,248,225,31,66,8,1,2,31,2,2,19,36,0.293,0.356,0.364,0.721,82,,3,1,0,,,,,,,
Kenny Diekroeger,2012,21,0.5,Stanford,P12,NCAA,,59,255,222,32,62,16,0,2,31,3,3,20,53,0.279,0.345,0.378,0.724,84,,5,3,5,2,,,,,,
Brandon Thomas,2011,20,-0.4,Georgia Tech,ACC,NCAA,,63,253,205,29,63,12,2,3,29,19,3,36,42,0.307,0.417,0.429,0.846,88,,4,6,2,,,,,,,
Brandon Thomas,2012,21,0.6,Georgia Tech,ACC,NCAA,,56,265,211,57,76,15,5,5,44,12,5,37,43,0.36,0.481,0.55,1.031,116,,13,3,1,1,,,,,,
Brandon Thomas,2013,22,1.5,Georgia Tech,ACC,NCAA,,53,247,209,49,67,15,4,1,30,9,2,30,40,0.321,0.406,0.445,0.851,93,,2,3,3,1,,,,,,
Brandon Miller,2011,21,0.6,Samford,SoCo,NCAA,,55,234,196,40,53,9,2,16,43,3,1,33,50,0.27,0.382,0.582,0.964,114,,3,1,1,,,,,,,
Brandon Miller,2012,22,1.5,Samford,SoCo,NCAA,,63,291,246,58,74,17,0,23,65,1,3,37,52,0.301,0.395,0.65,1.046,160,,4,0,4,2,,,,,,
Alex Yarbrough,2011,19,-1.6,Mississippi,SEC,NCAA,,55,247,214,49,75,14,3,7,38,4,1,21,27,0.35,0.409,0.542,0.951,116,,1,10,1,,,,,,,
Alex Yarbrough,2012,20,-0.4,Mississippi,SEC,NCAA,,62,279,250,43,95,17,3,3,43,4,0,22,24,0.38,0.437,0.508,0.945,127,,4,2,1,5,,,,,,
Alex D. Mejia,2011,20,-0.4,Arizona,P10,NCAA,,60,246,230,40,77,12,4,0,42,7,6,4,23,0.335,0.35,0.422,0.772,97,,3,6,3,,,,,,,
Alex D. Mejia,2012,21,0.5,Arizona,P12,NCAA,,65,316,272,54,97,12,6,3,54,8,6,14,22,0.357,0.392,0.478,0.87,130,,7,15,8,3,,,,,,
Chris Serritella,2012,22,1.4,Southern Illinois,MVC,NCAA,,58,271,234,56,91,24,1,13,61,6,0,34,51,0.389,0.461,0.667,1.128,156,,0,0,3,5,,,,,,
Andrew Aplin,2011,20,-0.4,Arizona State,P10,NCAA,,49,170,141,23,40,9,3,1,19,3,5,19,16,0.284,0.376,0.411,0.787,58,,3,5,2,,,,,,,
Andrew Aplin,2012,21,0.5,Arizona State,P12,NCAA,,56,269,230,52,72,16,4,6,30,8,2,27,13,0.313,0.392,0.496,0.888,114,,5,4,3,1,,,,,,
Chris Taylor,2011,20,-0.4,Virginia,ACC,NCAA,,68,328,285,63,87,18,2,2,49,15,6,27,45,0.305,0.385,0.404,0.788,115,,11,3,2,,,,,,,
Chris Taylor,2012,21,0.6,Virginia,ACC,NCAA,,59,286,236,57,67,13,5,5,47,12,2,35,38,0.284,0.383,0.445,0.828,105,,6,4,5,0,,,,,,
Austin Nola,2011,21,0.4,Louisiana State,SEC,NCAA,,56,237,196,40,58,13,2,2,42,4,3,28,35,0.296,0.378,0.413,0.791,81,,2,4,7,,,,,,,
Austin Nola,2012,22,1.6,Louisiana State,SEC,NCAA,,64,278,221,47,66,16,1,4,43,3,3,44,30,0.299,0.42,0.434,0.854,96,,5,4,4,2,,,,,,
Matt Wessinger,2011,20,-0.6,St. John's,BigE,NCAA,,58,268,227,44,62,15,1,6,42,14,7,25,33,0.273,0.361,0.427,0.789,97,,8,5,3,,,,,,,
Matt Wessinger,2012,21,0.5,St. John's,BigE,NCAA,,63,295,247,62,86,14,1,6,48,34,2,34,30,0.348,0.435,0.486,0.921,120,,7,3,4,2,,,,,,
Max Muncy,2011,20,-0.8,Baylor,B12,NCAA,,59,271,227,40,73,10,3,9,44,6,3,37,36,0.322,0.428,0.511,0.939,116,,6,0,1,,,,,,,
Max Muncy,2012,21,0.1,Baylor,B12,NCAA,,66,306,255,55,82,17,3,7,56,7,5,41,32,0.322,0.418,0.494,0.912,126,,5,0,5,6,,,,,,
Spencer Kieboom,2011,20,-0.4,Clemson,ACC,NCAA,,53,206,170,22,48,10,0,1,31,0,0,22,13,0.282,0.365,0.359,0.723,61,,4,3,7,,,,,,,
Spencer Kieboom,2012,21,0.6,Clemson,ACC,NCAA,,58,234,204,25,51,7,0,3,33,0,0,19,17,0.25,0.314,0.328,0.643,67,,2,5,4,0,,,,,,
Blake Brown,2011,20,-0.8,Missouri,B12,NCAA,,54,237,188,33,50,7,3,7,34,20,8,38,63,0.266,0.397,0.447,0.844,84,,5,3,3,,,,,,,
Blake Brown,2012,21,0.1,Missouri,B12,NCAA,,59,263,225,51,68,15,2,10,40,17,5,25,61,0.302,0.388,0.52,0.908,117,,8,3,2,0,,,,,,
Ronnie Freeman,2011,20,-0.6,Kennesaw,ASun,NCAA,,57,267,217,49,85,20,0,10,51,1,0,37,31,0.392,0.487,0.622,1.109,135,,8,0,5,,,,,,,
Ronnie Freeman,2012,21,0.6,Kennesaw,ASun,NCAA,,59,265,230,42,79,13,0,6,53,0,0,28,37,0.343,0.419,0.478,0.897,110,,4,0,3,2,,,,,,
Rob Refsnyder,2011,20,-0.4,Arizona,P10,NCAA,,60,270,241,51,77,13,6,6,55,9,2,16,31,0.32,0.371,0.498,0.869,120,,6,3,4,,,,,,,
Rob Refsnyder,2012,21,0.5,Arizona,P12,NCAA,,65,310,258,64,94,19,4,8,66,14,4,34,26,0.364,0.453,0.562,1.015,145,,11,3,4,5,,,,,,
Anthony Gomez,2011,20,-0.6,Vanderbilt,SEC,NCAA,,66,310,286,61,96,12,2,0,48,7,2,9,14,0.336,0.352,0.392,0.744,112,,1,9,5,,,,,,,
Anthony Gomez,2012,21,0.6,Vanderbilt,SEC,NCAA,,63,288,255,37,90,12,2,1,57,11,6,18,15,0.353,0.404,0.427,0.831,109,,5,8,2,4,,,,,,
Jayce Boyd,2011,20,-0.4,Florida State,ACC,NCAA,,65,294,245,44,84,17,4,8,60,10,2,36,33,0.343,0.423,0.543,0.966,133,,3,3,7,,,,,,,
Jayce Boyd,2012,21,0.6,Florida State,ACC,NCAA,,66,303,255,47,96,21,0,4,61,8,1,37,26,0.376,0.452,0.506,0.958,129,,4,0,7,9,,,,,,
Joe Hudson,2011,20,-0.6,Notre Dame,BigE,NCAA,,53,189,163,18,39,10,2,0,14,2,2,17,20,0.239,0.322,0.325,0.648,53,,3,6,0,,,,,,,
Joe Hudson,2012,21,0.5,Notre Dame,BigE,NCAA,,57,241,202,39,67,14,1,6,39,3,1,23,32,0.332,0.432,0.5,0.932,101,,14,0,2,2,,,,,,
Eric Phillips,2011,20,-0.4,Georgia Southern,SoCo,NCAA,,62,294,251,62,98,13,3,4,39,26,5,28,20,0.39,0.464,0.514,0.978,129,,8,5,2,,,,,,,
Eric Phillips,2012,21,0.5,Georgia Southern,SoCo,NCAA,,60,284,238,47,93,24,1,5,54,29,4,25,15,0.391,0.459,0.563,1.022,134,,11,3,7,3,,,,,,
Eric Stamets,2011,19,-1.6,Evansville,MVC,NCAA,,53,256,212,51,62,13,0,2,21,27,10,24,34,0.292,0.382,0.382,0.764,81,,9,7,4,,,,,,,
Eric Stamets,2012,20,-0.6,Evansville,MVC,NCAA,,59,283,225,41,71,19,1,1,27,30,7,30,17,0.316,0.398,0.422,0.82,95,,6,14,8,0,,,,,,
Josh Elander,2011,20,-0.6,Texas Christian,MWC,NCAA,,48,204,171,38,57,11,2,5,38,9,0,28,36,0.333,0.426,0.509,0.935,87,,2,0,3,,,,,,,
Josh Elander,2012,21,0.8,Texas Christian,MWC,NCAA,,62,273,223,56,70,12,1,11,44,14,7,42,44,0.314,0.436,0.525,0.961,117,,7,0,1,1,,,,,,
Jake Lamb,2011,20,-0.4,Washington,P10,NCAA,,54,241,212,20,66,13,2,3,26,2,0,13,32,0.311,0.371,0.434,0.805,92,,9,4,3,,,,,,,
Jake Lamb,2012,21,0.5,Washington,P12,NCAA,,54,233,190,32,61,12,1,3,30,4,4,30,26,0.321,0.429,0.442,0.871,84,,8,2,3,4,,,,,,
Cameron Perkins,2011,20,-0.6,Purdue,BTen,NCAA,,56,269,232,42,81,15,4,8,53,13,3,12,28,0.349,0.419,0.552,0.971,128,,19,2,4,,,,,,,
Cameron Perkins,2012,21,0.6,Purdue,BTen,NCAA,,58,273,242,53,86,15,0,9,61,8,3,13,20,0.355,0.401,0.529,0.93,128,,8,6,4,1,,,,,,
Preston Tucker,2011,20,-0.6,Florida,SEC,NCAA,,72,324,286,55,88,23,0,15,74,5,3,28,29,0.308,0.381,0.545,0.926,156,,7,1,2,,,,,,,
Preston Tucker,2012,21,0.6,Florida,SEC,NCAA,,67,304,262,57,84,17,2,16,50,6,3,35,27,0.321,0.405,0.584,0.989,153,,4,0,3,5,,,,,,
Taylor Ard,2011,21,0.6,Washington State,P10,NCAA,,54,224,196,40,66,17,0,10,55,3,2,18,25,0.337,0.408,0.577,0.985,113,,7,1,2,,,,,,,
Taylor Ard,2012,22,1.5,Washington State,P12,NCAA,,55,257,220,41,73,16,1,12,50,3,0,25,24,0.332,0.412,0.577,0.99,127,,8,0,4,5,,,,,,
Stephen Bruno,2011,20,-0.4,Virginia,ACC,NCAA,,7,26,25,4,6,2,0,0,2,0,1,0,7,0.24,0.269,0.32,0.589,8,,1,0,0,,,,,,,
Stephen Bruno,2012,21,0.6,Virginia,ACC,NCAA,,58,280,238,49,88,23,2,6,54,11,3,14,27,0.37,0.424,0.559,0.983,133,,15,4,9,1,,,,,,
Jacob Stallings,2011,21,0.6,North Carolina,ACC,NCAA,,67,292,233,52,68,18,1,4,43,4,0,44,41,0.292,0.403,0.429,0.832,100,,4,4,7,,,,,,,
Jacob Stallings,2012,22,1.6,North Carolina,ACC,NCAA,,62,280,238,44,70,24,0,4,42,5,1,34,48,0.294,0.388,0.445,0.834,106,,4,2,2,0,,,,,,
Beau Amaral,2011,20,-0.4,UCLA,P10,NCAA,,58,267,221,37,66,16,3,2,29,8,4,24,50,0.299,0.404,0.425,0.829,94,,15,7,0,,,,,,,
Beau Amaral,2012,21,0.5,UCLA,P12,NCAA,,64,312,268,63,84,10,5,4,46,13,6,22,38,0.313,0.389,0.433,0.822,116,,15,1,6,2,,,,,,
Ian Parmley,2011,21,0.2,Liberty,BigS,NCAA,,55,244,210,48,66,8,4,0,19,27,10,25,33,0.314,0.384,0.39,0.774,82,,0,7,2,,,,,,,
Ian Parmley,2012,22,1.6,Liberty,BigS,NCAA,,60,299,250,66,79,10,2,0,26,30,4,36,30,0.316,0.408,0.372,0.78,93,,5,5,3,2,,,,,,
Marty Gantt,2011,21,0.6,College of Charleston,SoCo,NCAA,,61,306,237,63,78,15,3,7,44,25,5,55,38,0.329,0.469,0.506,0.975,120,,9,3,2,,,,,,,
Marty Gantt,2012,22,1.5,College of Charleston,SoCo,NCAA,,60,289,236,68,88,20,2,11,46,29,9,45,36,0.373,0.483,0.614,1.097,145,,6,1,1,5,,,,,,
