Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,,,,,,
Adam Frazier,2013,21,0.6,Mississippi State,SEC,NCAA,,71,337,304,62,107,20,7,0,38,9,4,23,26,0.352,0.398,0.464,0.861,141,,2,5,3,0,,,,,,
Jason Monda,2011,19,-1.4,Washington State,P10,NCAA,,38,157,134,16,39,9,2,2,20,2,2,9,33,0.291,0.359,0.433,0.792,58,,7,4,3,,,,,,,
Jason Monda,2012,20,-0.5,Washington State,P12,NCAA,,53,227,193,27,53,10,2,1,18,6,2,13,29,0.275,0.369,0.363,0.732,70,,17,2,2,3,,,,,,
Jason Monda,2013,21,0.6,Washington State,P12,NCAA,,55,243,211,30,62,6,0,7,40,6,3,5,44,0.294,0.346,0.422,0.768,89,,15,6,6,0,,,,,,
Jason Monda,2014,22,1.5,Washington State,P12,NCAA,,33,57,51,2,7,1,0,0,4,0,0,2,13,0.137,0.214,0.157,0.371,8,,3,1,0,0,,,,,,
Garrett Cooper,2012,21,0.6,Auburn,SEC,NCAA,,49,208,173,35,56,9,0,5,31,1,0,17,30,0.324,0.42,0.462,0.882,80,,13,3,2,0,,,,,,
Garrett Cooper,2013,22,1.6,Auburn,SEC,NCAA,,56,238,189,31,67,12,1,7,37,1,0,37,30,0.354,0.481,0.54,1.021,102,,10,1,1,2,,,,,,
James Ramsay,2011,19,-1.6,South Florida,BigE,NCAA,,51,206,180,20,45,7,3,3,22,5,2,16,43,0.25,0.308,0.372,0.681,67,,1,5,4,,,,,,,
James Ramsay,2012,20,-0.5,South Florida,BigE,NCAA,,60,269,238,33,78,9,0,2,32,14,5,25,25,0.328,0.39,0.391,0.781,93,,2,0,4,3,,,,,,
James Ramsay,2013,21,0.4,South Florida,BigE,NCAA,,57,279,243,37,82,14,2,3,43,12,6,29,21,0.337,0.409,0.449,0.858,109,,2,3,2,5,,,,,,
Matt Oberste,2012,20,-0.9,Oklahoma,B12,NCAA,,42,152,125,28,39,10,0,6,22,6,1,13,26,0.312,0.413,0.536,0.949,67,,10,2,2,0,,,,,,
Matt Oberste,2013,21,0.2,Oklahoma,B12,NCAA,,64,291,241,53,90,19,4,11,60,13,5,26,33,0.373,0.458,0.622,1.081,150,,16,3,5,8,,,,,,
Brandon Trinkwon,2011,19,-1.8,UC Santa Barbara,BigW,NCAA,,29,96,79,15,20,3,0,1,6,0,0,8,13,0.253,0.318,0.329,0.647,26,,0,8,1,,,,,,,
Brandon Trinkwon,2012,20,-0.3,UC Santa Barbara,BigW,NCAA,,56,248,202,42,70,17,3,2,32,7,3,40,24,0.347,0.46,0.49,0.95,99,,4,0,2,4,,,,,,
Brandon Trinkwon,2013,21,0.5,UC Santa Barbara,BigW,NCAA,,60,273,232,40,65,8,2,4,37,10,2,30,28,0.28,0.367,0.384,0.751,89,,3,6,2,2,,,,,,
Connor Harrell,2011,20,-0.6,Vanderbilt,SEC,NCAA,,64,228,197,35,57,12,1,9,36,7,0,14,45,0.289,0.355,0.497,0.852,98,,7,8,2,,,,,,,
Connor Harrell,2012,21,0.6,Vanderbilt,SEC,NCAA,,57,222,187,28,45,11,2,7,26,4,2,21,57,0.241,0.353,0.433,0.786,81,,12,1,1,0,,,,,,
Connor Harrell,2013,22,1.6,Vanderbilt,SEC,NCAA,,66,301,247,60,77,12,3,12,67,9,2,32,62,0.312,0.418,0.53,0.948,131,,16,2,4,1,,,,,,
Ty Young,2011,18,-2.6,Louisville,BigE,NCAA,,52,165,139,22,29,8,2,0,16,6,4,21,43,0.209,0.327,0.295,0.622,41,,4,0,1,,,,,,,
Ty Young,2012,19,-1.5,Louisville,BigE,NCAA,,57,229,180,42,62,9,4,6,42,15,4,23,35,0.344,0.467,0.539,1.006,97,,21,2,3,1,,,,,,
Ty Young,2013,20,-0.6,Louisville,BigE,NCAA,,65,287,236,54,79,13,7,4,58,26,5,23,35,0.335,0.418,0.5,0.918,118,,18,0,10,3,,,,,,
Drew Dosch,2011,19,-1.6,Youngstown State,Horz,NCAA,,42,171,145,15,38,1,0,0,11,5,2,14,17,0.262,0.323,0.269,0.592,39,,0,10,2,,,,,,,
Drew Dosch,2012,20,-0.3,Youngstown State,Horz,NCAA,,55,258,224,36,79,13,1,8,42,5,2,23,21,0.353,0.408,0.527,0.935,118,,2,3,6,0,,,,,,
Drew Dosch,2013,21,0.5,Youngstown State,Horz,NCAA,,54,246,201,40,68,15,3,3,30,3,3,36,25,0.338,0.434,0.488,0.922,98,,2,2,5,10,,,,,,
Brandon Bednar,2011,19,-1.6,Florida Gulf Coast,ASun,NCAA,,53,241,199,38,57,5,2,0,23,2,0,15,32,0.286,0.345,0.332,0.677,66,,4,21,2,,,,,,,
Brandon Bednar,2012,20,-0.4,Florida Gulf Coast,ASun,NCAA,,57,257,216,29,66,5,1,1,33,2,2,28,36,0.306,0.389,0.352,0.741,76,,4,5,4,0,,,,,,
Brandon Bednar,2013,21,0.7,Florida Gulf Coast,ASun,NCAA,,57,277,247,52,83,16,3,1,46,7,3,15,23,0.336,0.394,0.437,0.831,108,,10,3,2,0,,,,,,
Jimmy Yezzo,2011,19,-1.4,Delaware,CAA,NCAA,,29,76,70,7,14,3,0,2,12,0,0,5,16,0.2,0.263,0.329,0.592,23,,1,0,0,,,,,,,
Jimmy Yezzo,2012,20,-0.4,Delaware,CAA,NCAA,,50,207,187,38,67,13,1,8,46,0,0,16,22,0.358,0.401,0.567,0.968,106,,0,0,4,3,,,,,,
Jimmy Yezzo,2013,21,0.6,Delaware,CAA,NCAA,,55,256,234,52,96,28,2,13,64,1,0,20,30,0.41,0.453,0.714,1.167,167,,0,0,2,3,,,,,,
Forrestt Allday,2012,21,0.6,Central Arkansas,SLC,NCAA,,55,257,188,49,61,8,4,1,34,7,5,57,25,0.324,0.486,0.426,0.911,80,,3,8,1,1,,,,,,
Forrestt Allday,2013,22,1.3,Central Arkansas,SLC,NCAA,,64,317,233,59,85,14,1,3,36,15,3,53,23,0.365,0.503,0.472,0.975,110,,15,13,3,8,,,,,,
Tyler Smith,2011,19,-1.4,Oregon State,P10,NCAA,,55,146,113,18,25,4,0,0,11,4,0,27,23,0.221,0.378,0.257,0.634,29,,2,3,1,,,,,,,
Tyler Smith,2012,20,-0.5,Oregon State,P12,NCAA,,58,268,213,46,73,11,2,1,39,9,2,30,31,0.343,0.434,0.427,0.861,91,,6,17,2,0,,,,,,
Tyler Smith,2013,21,0.6,Oregon State,P12,NCAA,,56,260,224,48,69,10,2,2,28,8,2,24,35,0.308,0.39,0.397,0.787,89,,6,6,0,1,,,,,,
Kyle Farmer,2011,20,-0.6,Georgia,SEC,NCAA,,65,287,253,39,78,16,0,8,58,3,1,19,33,0.308,0.364,0.466,0.83,118,,7,1,7,,,,,,,
Kyle Farmer,2012,21,0.6,Georgia,SEC,NCAA,,56,262,245,35,74,19,3,4,41,3,0,8,26,0.302,0.337,0.453,0.79,111,,6,1,2,0,,,,,,
Kyle Farmer,2013,22,1.6,Georgia,SEC,NCAA,,52,237,210,26,61,12,2,3,44,0,2,12,12,0.29,0.315,0.41,0.724,86,,1,2,12,1,,,,,,
Trey Mancini,2011,19,-1.6,Notre Dame,BigE,NCAA,,53,214,189,33,61,15,3,9,34,4,3,19,37,0.323,0.385,0.577,0.962,109,,2,1,3,,,,,,,
Trey Mancini,2012,20,-0.5,Notre Dame,BigE,NCAA,,54,233,202,47,63,10,0,12,45,3,4,22,37,0.312,0.391,0.54,0.93,109,,6,0,3,4,,,,,,
Trey Mancini,2013,21,0.4,Notre Dame,BigE,NCAA,,57,260,229,29,89,14,7,7,54,3,0,21,23,0.389,0.431,0.603,1.033,138,,2,0,8,4,,,,,,
Tyler Marincov,2011,19,-1.6,North Florida,ASun,NCAA,,32,129,113,23,31,4,1,5,25,5,0,6,29,0.274,0.331,0.46,0.791,52,,5,2,3,,,,,,,
Tyler Marincov,2012,20,-0.4,North Florida,ASun,NCAA,,55,237,205,41,68,10,3,9,40,9,2,22,35,0.332,0.409,0.541,0.951,111,,7,0,3,2,,,,,,
Tyler Marincov,2013,21,0.7,North Florida,ASun,NCAA,,59,286,245,64,81,19,7,8,54,21,2,34,28,0.331,0.42,0.563,0.983,138,,5,0,2,2,,,,,,
Tyler Horan,2011,20,-0.4,Virginia Tech,ACC,NCAA,,28,53,48,12,19,7,1,3,12,3,1,2,11,0.396,0.434,0.771,1.205,37,,2,0,1,,,,,,,
Tyler Horan,2012,21,0.6,Virginia Tech,ACC,NCAA,,54,232,188,45,53,8,2,15,41,7,2,27,46,0.282,0.4,0.585,0.985,110,,12,2,3,4,,,,,,
Tyler Horan,2013,22,1.5,Virginia Tech,ACC,NCAA,,61,276,252,57,86,25,4,11,50,4,3,18,38,0.341,0.391,0.603,0.994,152,,4,0,2,1,,,,,,
Kyle Wren,2011,20,-0.4,Georgia Tech,ACC,NCAA,,63,304,265,57,90,11,7,1,32,16,7,30,32,0.34,0.412,0.445,0.857,118,,4,3,2,,,,,,,
Kyle Wren,2012,21,0.6,Georgia Tech,ACC,NCAA,,62,302,258,56,66,10,6,2,22,16,7,33,30,0.256,0.346,0.364,0.71,94,,3,7,1,0,,,,,,
Kyle Wren,2013,22,1.5,Georgia Tech,ACC,NCAA,,64,307,272,50,98,11,6,2,28,28,13,29,36,0.36,0.423,0.467,0.89,127,,2,2,2,0,,,,,,
Brandon Thomas,2011,20,-0.4,Georgia Tech,ACC,NCAA,,63,253,205,29,63,12,2,3,29,19,3,36,42,0.307,0.417,0.429,0.846,88,,4,6,2,,,,,,,
Brandon Thomas,2012,21,0.6,Georgia Tech,ACC,NCAA,,56,265,211,57,76,15,5,5,44,12,5,37,43,0.36,0.481,0.55,1.031,116,,13,3,1,1,,,,,,
Brandon Thomas,2013,22,1.5,Georgia Tech,ACC,NCAA,,53,247,209,49,67,15,4,1,30,9,2,30,40,0.321,0.406,0.445,0.851,93,,2,3,3,1,,,,,,
Pat Valaika,2011,18,-2.4,UCLA,P10,NCAA,,53,186,160,21,38,10,0,1,20,2,4,11,26,0.238,0.318,0.319,0.637,51,,8,7,0,,,,,,,
Pat Valaika,2012,19,-1.5,UCLA,P12,NCAA,,61,260,229,37,61,11,4,1,39,5,1,17,32,0.266,0.319,0.362,0.681,83,,2,9,3,1,,,,,,
Pat Valaika,2013,20,-0.4,UCLA,P12,NCAA,,66,298,249,32,63,14,3,5,48,8,3,33,44,0.253,0.347,0.394,0.741,98,,6,4,6,5,,,,,,
Mitch Garver,2011,20,-0.6,New Mexico,MWC,NCAA,,61,268,230,38,69,13,2,2,27,2,4,28,27,0.3,0.38,0.4,0.78,92,,3,5,2,,,,,,,
Mitch Garver,2012,21,0.8,New Mexico,MWC,NCAA,,61,298,268,68,101,27,3,10,57,6,3,25,28,0.377,0.438,0.612,1.05,164,,4,1,0,1,,,,,,
Mitch Garver,2013,22,1.5,New Mexico,MWC,NCAA,,59,285,246,55,96,21,5,6,68,12,3,28,35,0.39,0.458,0.589,1.047,145,,6,1,4,1,,,,,,
Daniel Rockett,2011,20,-0.8,Texas-San Antonio,SLC,NCAA,,58,255,224,49,68,9,2,6,34,6,4,19,48,0.304,0.364,0.442,0.806,99,,4,5,3,,,,,,,
Daniel Rockett,2012,21,0.6,Texas-San Antonio,SLC,NCAA,,53,234,203,30,54,8,2,5,40,13,3,15,40,0.266,0.335,0.399,0.734,81,,7,7,2,0,,,,,,
Daniel Rockett,2013,22,1.3,Texas-San Antonio,WAC,NCAA,,48,233,201,39,66,13,2,10,48,6,2,21,46,0.328,0.403,0.562,0.965,113,,6,2,3,2,,,,,,
Patrick Biondi,2011,20,-0.6,Michigan,BTen,NCAA,,54,250,217,36,62,7,1,0,21,27,5,25,26,0.286,0.366,0.327,0.693,71,,3,4,1,,,,,,,
Patrick Biondi,2012,21,0.6,Michigan,BTen,NCAA,,56,267,221,44,67,11,3,2,17,32,12,30,28,0.303,0.408,0.407,0.816,90,,10,5,1,1,,,,,,
Patrick Biondi,2013,22,1.4,Michigan,BTen,NCAA,,50,199,165,40,51,9,0,1,16,15,4,20,21,0.309,0.399,0.382,0.781,63,,6,6,2,0,,,,,,
Grant Nelson,2012,20,-0.4,St. Louis,A10,NCAA,,59,248,210,35,66,14,2,2,33,2,0,29,46,0.314,0.409,0.429,0.837,90,,6,1,2,0,,,,,,
Grant Nelson,2013,21,0.7,St. Louis,A10,NCAA,,60,268,228,45,77,8,3,5,32,4,2,37,56,0.338,0.433,0.465,0.898,106,,2,0,1,1,,,,,,
Stephen McGee,2011,20,-0.4,Florida State,ACC,NCAA,,10,12,9,1,1,1,0,0,2,0,0,2,3,0.111,0.333,0.222,0.556,2,,1,0,0,,,,,,,
Stephen McGee,2012,21,0.6,Florida State,ACC,NCAA,,67,293,205,35,47,9,0,0,41,2,4,61,32,0.229,0.428,0.273,0.701,56,,16,3,8,2,,,,,,
Stephen McGee,2013,22,1.5,Florida State,ACC,NCAA,,64,278,206,50,59,16,1,9,52,4,0,55,37,0.286,0.449,0.505,0.954,104,,10,2,5,3,,,,,,
Mike Tauchman,2011,20,-0.6,Bradley,MVC,NCAA,,50,218,172,26,59,7,2,0,32,16,4,37,22,0.343,0.463,0.407,0.87,70,,4,2,3,,,,,,,
Mike Tauchman,2012,21,0.4,Bradley,MVC,NCAA,,43,198,164,27,50,11,1,1,23,5,4,21,28,0.305,0.398,0.402,0.8,66,,5,7,1,0,,,,,,
Mike Tauchman,2013,22,1.3,Bradley,MVC,NCAA,,49,230,186,52,79,15,5,2,41,28,2,27,24,0.425,0.513,0.591,1.105,110,,10,4,3,2,,,,,,
Ross Kivett,2011,19,-1.8,Kansas State,B12,NCAA,,48,182,156,29,49,4,1,0,19,8,5,11,21,0.314,0.376,0.353,0.728,55,,5,9,1,,,,,,,
Ross Kivett,2012,20,-0.9,Kansas State,B12,NCAA,,58,276,223,46,64,10,5,0,28,25,4,34,26,0.287,0.398,0.377,0.775,84,,8,10,1,0,,,,,,
Ross Kivett,2013,21,0.2,Kansas State,B12,NCAA,,64,306,261,57,94,15,4,3,39,26,10,29,28,0.36,0.44,0.483,0.923,126,,10,4,2,1,,,,,,
Ross Kivett,2014,22,1.2,Kansas State,B12,NCAA,,55,259,210,49,70,13,1,4,33,21,1,35,25,0.333,0.443,0.462,0.905,97,,8,4,2,2,,,,,,
Carlos Lopez,2011,21,0.6,Wake Forest,ACC,NCAA,,51,211,178,24,48,11,1,11,34,3,1,22,54,0.27,0.355,0.528,0.884,94,,5,0,6,,,,,,,
Carlos Lopez,2012,22,1.6,Wake Forest,ACC,NCAA,,57,250,201,38,59,17,0,10,51,2,1,36,36,0.294,0.412,0.527,0.939,106,,8,0,5,2,,,,,,
Michael Ratterree,2011,20,-0.7,Rice,CUSA,NCAA,,63,292,260,46,85,20,1,6,53,6,2,22,44,0.327,0.388,0.481,0.868,125,,5,3,2,,,,,,,
Michael Ratterree,2012,21,0.2,Rice,CUSA,NCAA,,56,244,189,39,44,13,1,6,32,6,2,42,39,0.233,0.378,0.407,0.786,77,,4,6,3,1,,,,,,
Michael Ratterree,2013,22,1.5,Rice,CUSA,NCAA,,64,285,226,48,59,10,0,9,41,13,3,44,44,0.261,0.381,0.425,0.806,96,,4,4,7,4,,,,,,
Kasey Coffman,2011,19,-1.4,Arizona State,P10,NCAA,,3,3,3,0,1,0,0,0,1,0,0,0,2,0.333,0.333,0.333,0.667,1,,0,0,0,,,,,,,
Kasey Coffman,2012,20,-0.5,Arizona State,P12,NCAA,,43,161,128,25,30,5,0,0,9,11,4,17,23,0.234,0.38,0.273,0.653,35,,13,3,0,0,,,,,,
Kasey Coffman,2013,21,0.6,Arizona State,P12,NCAA,,59,280,232,57,77,13,5,8,44,9,6,30,28,0.332,0.43,0.534,0.965,124,,13,1,4,2,,,,,,
Austin Wynns,2011,20,-0.6,Fresno State,WAC,NCAA,,56,214,175,41,57,9,0,2,21,0,2,24,22,0.326,0.416,0.411,0.827,72,,3,12,0,,,,,,,
Austin Wynns,2012,21,0.7,Fresno State,WAC,NCAA,,58,230,194,35,55,22,0,0,30,1,0,20,25,0.284,0.352,0.397,0.749,77,,2,11,3,0,,,,,,
Austin Wynns,2013,22,1.5,Fresno State,MWC,NCAA,,53,205,172,31,48,10,2,3,24,1,0,21,24,0.279,0.362,0.413,0.775,71,,2,9,1,0,,,,,,
Brennan Middleton,2011,20,-0.7,Tulane,CUSA,NCAA,,52,159,134,19,34,6,1,1,14,4,1,16,17,0.254,0.346,0.336,0.682,45,,3,6,0,,,,,,,
Brennan Middleton,2012,21,0.2,Tulane,CUSA,NCAA,,57,231,196,45,70,10,2,0,19,14,3,17,32,0.357,0.418,0.429,0.847,84,,5,11,2,0,,,,,,
Brennan Middleton,2013,22,1.5,Tulane,CUSA,NCAA,,56,259,220,35,65,8,1,0,13,9,4,13,33,0.295,0.372,0.341,0.713,75,,15,9,2,0,,,,,,
Michael Conforto,2012,19,-1.5,Oregon State,P12,NCAA,,58,258,218,45,76,14,1,13,76,1,1,24,37,0.349,0.436,0.601,1.037,131,,12,1,3,5,,,,,,
Michael Conforto,2013,20,-0.4,Oregon State,P12,NCAA,,65,304,247,48,81,14,1,11,47,6,5,41,47,0.328,0.447,0.526,0.974,130,,14,0,2,6,,,,,,
Michael Conforto,2014,21,0.5,Oregon State,P12,NCAA,,59,272,203,52,70,16,2,7,56,4,4,55,38,0.345,0.504,0.547,1.05,111,,12,0,2,9,,,,,,
Max Pentecost,2012,19,-1.4,Kennesaw,ASun,NCAA,,56,220,191,23,53,16,3,0,22,4,0,21,32,0.277,0.364,0.393,0.756,75,,6,0,2,1,,,,,,
Max Pentecost,2013,20,-0.3,Kennesaw,ASun,NCAA,,57,245,212,36,64,14,0,3,30,4,0,22,27,0.302,0.374,0.41,0.785,87,,5,2,4,0,,,,,,
Max Pentecost,2014,21,0.3,Kennesaw,ASun,NCAA,,64,306,268,59,113,24,2,9,61,17,3,30,26,0.422,0.482,0.627,1.109,168,,4,1,3,9,,,,,,
Trea Turner,2012,19,-1.4,NC State,ACC,NCAA,,63,315,259,72,87,13,2,5,43,57,4,41,38,0.336,0.432,0.459,0.891,119,,5,7,3,0,,,,,,
Trea Turner,2013,20,-0.5,NC State,ACC,NCAA,,56,276,228,66,84,13,4,7,42,30,6,38,31,0.368,0.455,0.553,1.007,126,,3,1,6,5,,,,,,
Trea Turner,2014,21,0.5,NC State,ACC,NCAA,,54,257,215,65,69,12,3,8,36,26,4,37,25,0.321,0.418,0.516,0.934,111,,1,1,3,5,,,,,,
Casey Gillaspie,2012,19,-1.6,Wichita State,MVC,NCAA,,59,254,215,29,59,10,1,8,32,1,0,34,43,0.274,0.378,0.442,0.82,95,,3,0,2,1,,,,,,
Casey Gillaspie,2013,20,-0.7,Wichita State,MVC,NCAA,,66,302,234,49,70,16,1,11,46,5,3,62,35,0.299,0.447,0.517,0.964,121,,3,0,3,3,,,,,,
Casey Gillaspie,2014,21,0.2,Wichita State,MVC,NCAA,,58,267,208,49,82,15,1,15,50,8,0,57,26,0.394,0.524,0.692,1.217,144,,1,0,1,14,,,,,,
Bradley Zimmer,2012,19,-1.4,San Francisco,WCC,NCAA,,57,169,152,17,37,9,1,0,15,3,0,4,30,0.243,0.276,0.316,0.592,48,,4,6,3,0,,,,,,
Bradley Zimmer,2013,20,-0.5,San Francisco,WCC,NCAA,,58,253,203,48,65,12,3,7,37,19,8,29,31,0.32,0.437,0.512,0.949,104,,16,1,4,8,,,,,,
Bradley Zimmer,2014,21,0.6,San Francisco,WCC,NCAA,,54,258,220,42,81,10,7,7,31,21,11,31,34,0.368,0.461,0.573,1.034,126,,7,0,0,14,,,,,,
Matt Chapman,2012,19,-1.3,CS Fullerton,BigW,NCAA,,53,213,189,25,54,10,0,2,23,1,3,12,29,0.286,0.34,0.37,0.71,70,,4,7,1,0,,,,,,
Matt Chapman,2013,20,-0.5,CS Fullerton,BigW,NCAA,,55,238,186,41,53,11,3,5,37,6,2,34,29,0.285,0.415,0.457,0.872,85,,10,4,4,0,,,,,,
Matt Chapman,2014,21,0,CS Fullerton,BigW,NCAA,,54,251,205,37,64,16,2,6,48,6,2,27,26,0.312,0.412,0.498,0.91,102,,12,1,6,3,,,,,,
AJ Reed,2012,19,-1.4,Kentucky,SEC,NCAA,,59,230,201,29,60,9,0,4,43,0,0,24,51,0.299,0.378,0.403,0.781,81,,3,0,2,0,,,,,,
AJ Reed,2013,20,-0.4,Kentucky,SEC,NCAA,,55,251,214,30,60,8,2,13,52,1,1,26,41,0.28,0.378,0.519,0.897,111,,9,0,2,9,,,,,,
AJ Reed,2014,21,0.5,Kentucky,SEC,NCAA,,62,290,223,60,75,18,1,23,73,0,1,49,48,0.336,0.476,0.735,1.211,164,,14,0,4,15,,,,,,
Aramis Garcia,2012,19,-1.6,Florida International,SBC,NCAA,,55,216,192,24,52,8,1,6,29,1,3,19,43,0.271,0.344,0.417,0.761,80,,3,1,1,1,,,,,,
Aramis Garcia,2013,20,-0.9,Florida International,SBC,NCAA,,57,246,224,37,72,12,0,11,51,0,1,17,39,0.321,0.378,0.522,0.9,117,,4,0,1,2,,,,,,
Aramis Garcia,2014,21,0.4,Florida International,CUSA,NCAA,,45,199,163,34,60,14,2,8,37,4,1,25,23,0.368,0.442,0.626,1.068,102,,3,0,8,5,,,,,,
Taylor Sparks,2012,19,-1.3,UC Irvine,BigW,NCAA,,45,144,123,20,25,5,3,3,12,2,1,11,44,0.203,0.279,0.366,0.645,45,,2,8,0,0,,,,,,
Taylor Sparks,2013,20,-0.5,UC Irvine,BigW,NCAA,,55,239,222,38,80,11,4,10,50,7,3,6,40,0.36,0.388,0.581,0.969,129,,6,2,3,3,,,,,,
Taylor Sparks,2014,21,0,UC Irvine,BigW,NCAA,,66,297,253,45,78,17,9,5,37,8,8,27,70,0.308,0.389,0.506,0.894,128,,10,1,6,1,,,,,,
J.D. Davis,2012,19,-1.3,CS Fullerton,BigW,NCAA,,45,137,118,12,27,6,0,4,20,2,2,14,25,0.229,0.321,0.381,0.703,45,,3,0,2,0,,,,,,
J.D. Davis,2013,20,-0.5,CS Fullerton,BigW,NCAA,,60,250,211,40,67,11,1,4,50,1,1,31,37,0.318,0.407,0.436,0.843,92,,3,2,3,0,,,,,,
J.D. Davis,2014,21,0,CS Fullerton,BigW,NCAA,,58,272,237,34,80,16,5,6,43,7,0,32,53,0.338,0.419,0.523,0.942,124,,2,0,1,5,,,,,,
Brian Anderson,2012,19,-1.4,Arkansas,SEC,NCAA,,47,147,120,23,34,4,0,2,11,2,3,15,37,0.283,0.396,0.367,0.763,44,,8,3,1,0,,,,,,
Brian Anderson,2013,20,-0.4,Arkansas,SEC,NCAA,,59,259,209,47,68,12,5,4,36,6,1,41,33,0.325,0.448,0.488,0.936,102,,7,0,2,2,,,,,,
Brian Anderson,2014,21,0.5,Arkansas,SEC,NCAA,,65,287,241,39,79,14,3,7,51,9,2,20,40,0.328,0.401,0.498,0.899,120,,15,3,8,3,,,,,,
Mark Zagunis,2012,19,-1.4,Virginia Tech,ACC,NCAA,,49,222,189,35,65,13,2,5,34,17,5,21,25,0.344,0.43,0.513,0.943,97,,9,1,2,1,,,,,,
Mark Zagunis,2013,20,-0.5,Virginia Tech,ACC,NCAA,,61,272,227,62,78,14,3,9,51,19,5,32,28,0.344,0.438,0.551,0.988,125,,9,0,4,2,,,,,,
Mark Zagunis,2014,21,0.5,Virginia Tech,ACC,NCAA,,53,251,209,44,69,10,2,2,39,16,3,32,20,0.33,0.426,0.426,0.852,89,,6,0,4,5,,,,,,
Austin Cousino,2012,19,-1.4,Kentucky,SEC,NCAA,,62,303,260,61,83,20,2,9,41,15,0,26,39,0.319,0.408,0.515,0.923,134,,13,4,0,4,,,,,,
Austin Cousino,2013,20,-0.4,Kentucky,SEC,NCAA,,55,258,209,42,52,12,1,6,27,14,1,25,46,0.249,0.383,0.402,0.785,84,,21,2,1,1,,,,,,
Austin Cousino,2014,21,0.5,Kentucky,SEC,NCAA,,61,298,264,58,81,15,4,4,38,19,1,13,39,0.307,0.364,0.439,0.803,116,,13,4,4,2,,,,,,
Jordan Luplow,2012,18,-2.3,Fresno State,WAC,NCAA,,59,254,233,33,65,15,2,2,34,10,1,11,48,0.279,0.321,0.386,0.708,90,,4,5,1,0,,,,,,
Jordan Luplow,2013,19,-1.5,Fresno State,MWC,NCAA,,41,173,151,23,42,9,3,3,21,6,1,13,31,0.278,0.345,0.437,0.782,66,,4,2,3,0,,,,,,
Jordan Luplow,2014,20,-0.5,Fresno State,MWC,NCAA,,57,262,215,40,81,21,1,9,48,10,4,36,22,0.377,0.475,0.609,1.084,131,,6,3,2,2,,,,,,
Brett Austin,2012,19,-1.4,NC State,ACC,NCAA,,62,287,243,49,69,17,1,0,37,6,1,29,48,0.284,0.35,0.362,0.712,88,,1,4,10,0,,,,,,
Brett Austin,2013,20,-0.5,NC State,ACC,NCAA,,66,313,263,38,66,21,1,2,37,13,6,35,59,0.251,0.333,0.361,0.695,95,,1,7,7,1,,,,,,
Brett Austin,2014,21,0.5,NC State,ACC,NCAA,,54,247,215,42,74,12,5,5,31,8,1,27,29,0.344,0.414,0.516,0.93,111,,0,3,2,3,,,,,,
Taylor Gushue,2012,18,-2.4,Florida,SEC,NCAA,,52,170,141,21,29,8,1,5,21,1,2,23,33,0.206,0.329,0.383,0.712,54,,4,0,2,0,,,,,,
Taylor Gushue,2013,19,-1.4,Florida,SEC,NCAA,,59,250,216,27,58,13,2,5,33,3,3,22,41,0.269,0.349,0.417,0.766,90,,7,1,4,2,,,,,,
Taylor Gushue,2014,20,-0.5,Florida,SEC,NCAA,,63,271,225,30,71,16,0,6,49,1,0,27,39,0.316,0.389,0.467,0.856,105,,7,1,11,6,,,,,,
